4,7, RDH,ABN,OXN,54,120,56,103,59,105
4,56, UDN,WTS,YMY,80,106,14,108,38,12
4,38, UPT,YIQ,BKM,11,109,9,87,84,43
4,120, LOJ,RHQ,DHQ,119,38,58,73,93,79
4,119, BQY,WKE,FUT,37,19,38,120,5,14
4,55, LBS,XEK,PKI,87,41,100,58,98,39
4,58, VZH,YHE,SPR,56,3,55,93,22,14
4,21, FVO,LBE,OHS,69,83,58,117,52,106
4,106, PBX,YQA,LTC,50,112,97,115,32,116
5,98, EZS,EGE,DXU,35,65,43,100,107,110
5,110, FAX,QVX,SLT,44,105,90,114,17,8
5,65, MJC,VDM,FRK,68,83,36,56,43,115
5,75, DUK,CLF,XIN,109,70,72,80,65,40
5,97, SBO,WMC,TZX,45,67,55,90,62,60
5,60, SCR,POE,CVM,28,9,67,2,17,48
5,104, MFU,PSS,KWI,95,95,84,25,20,105
5,34, CKG,YEM,QSN,76,119,109,43,9,113
5,6, PIM,PRX,MAY,117,62,92,11,120,120
5,92, UIC,PHR,SVT,41,102,116,31,64,26
5,41, HIB,NZP,JDU,105,71,12,10,16,101
5,62, NUZ,BJO,MRE,58,65,41,105,3,7
5,71, NDN,TSO,GBP,99,103,27,48,83,53
5,95, MVS,DVS,OGT,81,21,118,25,84,71
5,26, XSP,CVH,YMK,25,69,71,43,51,31
5,25, QJB,TJT,CSJ,9,12,95,107,71,83
5,107, RLK,BXA,SGN,16,5,67,9,118,70
5,117, LNN,JTT,SNK,7,60,107,94,86,59
5,68, ZOI,DCR,KOT,98,54,72,69,22,67
5,67, RHQ,BRR,LIG,81,77,65,7,14,117
5,105, LYX,IPT,SCM,115,107,106,76,106,69
5,76, UTN,WHF,AUI,105,68,49,34,69,29
5,69, ZMC,LTX,OKE,34,76,64,8,73,46
5,9, WSC,JBX,FND,51,118,91,11,29,72
