4,107, RLK,BXA,SGN,16,5,67,9,118,70
4,88, XZC,DNV,BQD,107,56,43,5,100,118
4,21, FVO,LBE,OHS,69,83,58,117,52,106
4,3, YIH,IJD,QJB,21,63,40,112,41,34
4,45, TAU,RKR,PSU,108,80,83,83,76,80
4,4, BOR,SKD,KYQ,45,101,57,3,58,106
4,65, MJC,VDM,FRK,68,83,36,56,43,115
4,109, SLV,MRZ,AIW,56,45,18,117,98,84
4,18, YJL,GCK,BWK,63,27,45,69,109,115
4,62, NUZ,BJO,MRE,58,65,41,105,3,7
4,99, MNW,KLR,WRW,48,49,18,92,11,40
4,83, WWW,YNZ,WKE,88,85,8,74,34,107
5,24, PDR,JOU,SKY,3,31,55,82,47,88
5,78, GDV,VJC,HIP,88,100,46,19,101,62
5,20, UAO,MAR,PRF,24,79,6,112,6,38
5,86, DWG,MBZ,DOO,87,32,5,49,112,64
5,94, BJV,BHP,CEC,40,12,20,114,57,86
5,55, LBS,XEK,PKI,87,41,100,58,98,39
5,5, YAI,OXE,XWW,84,20,98,89,31,55
5,22, BEL,LCJ,KRD,24,108,72,101,115,23
5,100, SXU,HZA,HPD,82,65,46,16,20,89
5,6, PIM,PRX,MAY,117,62,92,11,120,120
5,79, DYZ,EPL,VPV,51,50,108,63,42,27
5,51, HFF,DHR,DXR,92,104,89,38,18,79
5,47, DPO,BGH,OYQ,99,49,5,10,82,12
5,36, SHG,WKR,ATU,96,110,94,73,113,78
5,102, POM,MGS,ZDY,88,79,97,66,7,42
5,112, NTO,FVH,WBP,20,36,63,102,52,57
5,64, UYB,WJH,SKY,24,47,33,99,100,22
5,111, LHZ,PUP,PJC,112,23,107,24,109,118
5,70, QKR,ZDH,WWM,119,36,26,72,47,47
5,8, EXZ,HZC,XDW,90,100,64,79,114,101
6,11, MGJ,JEE,CYW,39,82,9,54,111,22
6,93, ZKT,FGE,ANQ,99,97,92,86,36,35
6,37, UEO,SBV,FZL,100,14,17,9,52,46
6,68, ZOI,DCR,KOT,98,54,72,69,22,67
6,52, SGD,XPH,FDN,11,8,67,115,25,42
6,120, LOJ,RHQ,DHQ,119,38,58,73,93,79
6,27, GTN,ERR,RZY,45,99,84,25,53,54
6,113, NXY,KAQ,OQG,52,11,17,33,114,29
6,39, WCI,TMZ,ENN,77,97,113,83,74,115
6,119, BQY,WKE,FUT,37,19,38,120,5,14
6,72, DBV,YNU,QVT,74,102,108,27,43,49
6,54, SGJ,TYU,ENA,18,119,18,109,28,104
6,19, XVL,XUH,UJP,50,54,57,55,32,65
6,32, HFJ,YJJ,MAF,99,54,9,23,100,119
6,34, CKG,YEM,QSN,76,119,109,43,9,113
6,59, NYM,WEN,FWE,72,120,29,108,73,77
6,82, YIW,YRR,NNT,117,17,11,87,27,99
6,7, RDH,ABN,OXN,54,120,56,103,59,105
6,108, LOU,UEV,RTU,11,112,116,77,7,81
6,29, NBW,URN,GVX,44,113,119,55,26,112
